"species","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"Disteira kingii",23.1927515382546,15.2430359026626,30.5636987892014,14.2359975349015,13.8947223136098,19.9575366601016,8.28967491119171,23.1103172739518,22.3799910756515,6.66691471193554,27.322117576854,17.6018422956719,26.9788900917514,8.23561569260112,11.9463221905443,23.4318484394645,22.8313349806926,18.9991307306677,14.0636466304158,19.6200918340523
"Disteira major",15.6602807787456,18.5362656101818,18.9865113199253,19.6281075467944,13.7295455302614,15.773008217152,22.0005574883257,14.3599450054889,14.6037164154834,19.6786485489076,21.3507287438637,16.0240932091067,16.7350429244591,17.3433194967869,18.2421688895986,13.2010942812038,12.7543458730791,15.1772642865282,16.3566169385371,12.9150707427409
"Emydocephalus schistosa",19.8121491004879,15.1972307049533,16.2626587573526,17.3823376543829,15.2616287271274,14.8166827701974,18.0314887360569,15.6580580565866,17.6388298692833,17.5061001080103,15.8133822054069,15.3840468009608,15.8317372072917,16.2469883748333,15.9030032683641,16.5691968861893,16.6724364220135,15.5083583311652,16.7753963239848,15.52116741195
"Ephalophis greyi",26.1719146641871,22.8419661446242,23.0444050144203,14.2278727577647,19.8897823211474,17.724994571903,16.1480069532272,16.4759151718658,6.90791621716905,28.3891080100825,17.9666920693559,14.9468851198176,23.9142269963002,18.5854065931836,17.3525750267499,15.8411561331142,22.9361953097521,25.6122357890445,20.350887940043,23.6736057938407
"Hydrelaps darwiniensis",17.9058371150513,18.592894687474,15.8037975593677,21.7793408714644,10.7523189523088,19.2473471817338,17.4434468642853,17.539157944779,6.87895642013249,26.178203344709,24.0006696427347,15.9417746186709,22.2938992697804,12.474698070997,16.204471763136,13.7384435839781,14.9687381540767,17.6214350392463,14.8540153842806,17.8283358840137
"Hydrophis atriceps",11.1126896173532,16.1356796676976,18.8275827599871,9.84486483819737,19.2961883018102,13.8234338671922,12.2630837033474,14.2110334541297,13.3065633386804,12.2605795936985,10.2997306087948,14.7986875639843,9.23929089331962,15.8027204168599,13.9276922779909,12.6471271181933,16.4961188992837,19.3212297651191,17.1462449071937,13.2634207244301
"Hydrophis belcheri",5.8420257131143,7.4308145867092,11.431148444967,3.34044827693668,4.09734597459756,9.38953204517851,0.430509809594993,0.287748246474574,8.01916305909216,2.63987384592372,12.3800601752842,1.47425131636336,4.91092089633457,17.1302705472926,10.16346174824,14.1256923663323,4.19481731176027,2.80313484642353,5.62267913052659,0.235451013537341
"Hydrophis caerulescens",16.0765316348953,8.69573091098978,17.8696574787946,15.5395451533564,10.0327099436778,14.7641875506012,13.6595560436739,11.6132554303153,16.9447154022191,14.1661589651534,14.037576507295,13.7149857607874,16.2581893679804,10.7154220695196,12.0966465706132,18.4142768591651,11.7239923822262,14.032185668069,16.9321150386061,13.5410274707115
"Hydrophis coggeri",5.78337030809634,14.3969293299612,2.76119444439698,10.6334730277995,11.0887367124982,4.80315202226365,2.97862744148301,6.62431630066804,4.30298969401028,4.03493548456939,11.7729760547142,3.71356838563024,6.24640051105243,5.64961160735662,6.10146504601556,7.20502912770456,4.60223982460098,20.3209215796406,11.3905181848761,11.8610363875479
"Hydrophis czeblukovi",10.959637427561,8.5818545671546,12.7698813292667,12.7032152071631,12.9879657481747,8.99465429259016,9.97517338488369,16.0629280807218,13.7847865721968,15.4021645125432,12.5589464331843,19.5397322962471,9.64702724256233,14.1734008491175,14.6470158846365,16.092726972896,10.8246488926128,16.5681951552494,12.5278305594999,11.115023785685
"Hydrophis elegans",16.977147227711,16.5014497576192,17.9077734832778,16.543990536142,16.2061394875705,17.1510260594604,16.8870882851697,16.211236076159,14.8087726161239,16.646437804528,16.4909140564178,16.8925672587365,15.5564425870339,17.0638000256296,17.7525258152191,16.7284536514042,16.169235475755,17.8510717023503,17.5061351970062,16.4215488621489
"Hydrophis gracilis",10.9383193303795,10.4756790157338,14.8716831674923,11.5208872631997,10.0108256638438,15.33142429509,18.4290692688334,9.76812074354349,10.4815332915424,13.5064655532495,8.7993387591794,8.43341610062031,17.3368744505971,17.7256802486743,10.9073880901263,17.0856602759778,13.0174129999685,9.09790262579557,10.9444390508201,14.3317916098547
"Hydrophis inornatus",15.9056882935302,14.9776517626916,8.35719662849142,12.7983433966168,12.5808909772638,21.342906621838,19.4953722519642,15.7024085334034,24.5972824409312,12.4325621075565,16.0281716841544,18.5482274690515,9.27951719486935,20.7284097780061,6.91607226173621,11.976806405197,15.0520612859171,16.3712930647927,18.9544312363655,9.83118669480963
"Hydrophis mcdowelli",36.4043521988363,21.4055429108435,16.234324664501,16.5986457530119,17.4887222838725,31.4662903773196,24.3501735609096,37.9193829944971,10.0267691331419,27.337461536242,19.3536997999893,18.5980111821669,19.9944989517378,35.5287835296505,3.12115372294661,13.6601426369622,6.45945807331099,8.07456017905436,21.1331438881039,15.5977317441143
"Hydrophis melanosoma",15.9853583945931,17.6873877942854,13.4458861579596,18.9356466183587,17.13187116908,14.4992540556847,20.2062998360863,17.8335329931301,16.1003536750974,13.0187983922335,20.8048430618382,17.6168497649634,18.8307393946968,14.9976853974203,17.9185259671264,18.6065879835154,16.8786104429257,21.749303523149,17.2521286392658,19.6446181465999
"Hydrophis ornatus",16.0062108327644,16.6269047322658,14.8746851331699,19.991244716601,12.9473127342145,18.3112916080848,17.4658173553063,24.5395659962598,23.7859657275719,22.6237207733932,14.8908422510217,25.653719152849,15.5694844479853,14.7398707746254,15.4687790102376,14.1351529910932,13.8813695940798,20.6119185893819,20.90265540641,9.75578747995766
"Hydrophis pacificus",12.1230230002659,22.1772247957836,6.94737136649921,10.8303066185706,7.88003217695045,11.4242359732595,24.6641135883597,14.3189192507769,23.6381002306473,19.0905226881193,10.464021018129,28.6545519394735,16.1336501278963,16.4061970726278,1.85373456275854,9.642264697887,17.0380319807042,18.0870096586174,13.8248489285821,17.1227982904987
"Hydrophis vorisi",8.14590754303301,6.37123930409262,8.2324911128564,10.1965656364901,6.13420051841164,5.1395508439943,5.26815912783649,6.76018015268242,5.80221653233047,4.99592611535727,7.77796653536891,6.36493059353439,7.9325945208915,4.14340047653471,11.4340587035326,8.28141255749725,7.01250663104307,3.09265117101095,6.88425356706809,4.31493708600796
"Lapemis hardwickii",8.73941023549902,10.2862788530023,9.19039554720704,7.70238175935606,9.13436553546972,6.9283688856947,9.42583173200753,7.49799868727019,10.6705911968055,9.4081335943439,10.2216557675029,11.9372355119894,7.57512688872632,9.41550622773757,7.6347932343467,8.75723283812165,9.65536259975759,10.9719067255773,8.48745879922895,9.42670727524912
"Parahydrophis mertoni",17.9455960664084,20.4077597534782,23.2227836023504,15.5349154797273,19.9851557503063,15.8630425868456,18.9900911914445,13.3819838625878,17.9509740370383,19.5017417113739,16.6423102693184,17.8300534119761,20.9598186724654,14.936826957128,13.7791721919123,15.0441289553126,22.2512815474182,26.1207536833002,19.0707973407927,20.4309789379221
"Pelamis platurus",4.96606099508255,3.30026314957988,9.28620090634988,5.24048662942843,6.55225476365977,13.9603951231378,11.7990120809916,9.45769244223047,0.522736763143211,9.12174348020184,11.4929620962829,13.8612027282797,5.85036487847286,8.0081327616553,14.0887038752548,9.52235145434623,4.61882269511954,17.4141792743416,13.8761747286877,12.7923401501628
"Laticauda colubrina",3.71284598700987,6.94858418145121,12.7636152214229,9.71825509919363,12.4274344706912,11.7096463523469,7.48330587418093,9.4021346244042,10.9758952812749,11.6140560783739,14.2274956055516,8.2403118181943,7.62750185383042,7.04329877351813,14.4500253614339,8.38503310786814,6.9747268186827,10.0286741653007,8.49554741531145,9.27305473200685
"Laticauda laticaudata",16.385775999224,1.57554806290121,7.30735319095154,22.6840073886481,8.36630267814625,9.77611505441506,17.5386875885342,17.0005111551956,10.7671689825875,13.8933565590607,12.5117354587308,3.71487160464321,3.70220277594971,32.3020143092592,5.8802557770031,5.60232856055627,9.75241804531663,0.500042854910516,9.59555536392649,9.09870968589838
"Arctocephalus forsteri",16.2137335496461,23.9322753240745,10.3599752376483,15.9912693718373,14.3031090238585,1.77673637497675,11.0183074203799,23.3492703461258,18.7174275258717,19.0111492139057,16.1246283309999,8.76174037577143,16.1169450708601,17.7260018031991,31.8998767179936,29.376621340157,18.319214812024,10.2395072715697,5.3607459062171,28.635450259049
"Arctocephalus gazella",7.90784696720383,20.1139302278753,15.4447956418685,23.1972694824351,15.4767965924276,25.6142836885627,18.1839027510356,1.88277462932543,25.3335898812549,8.41910251608724,20.8949155190944,17.6579928018703,17.4355038500344,16.536817413998,6.78714140709727,7.16733453281004,17.9814183962917,13.2069566918739,2.36935509097033,13.8399042435334
"Arctocephalus pusillus doriferus",11.7388388097583,8.7911659376291,7.41107469286989,0.198016400400027,26.0696072694133,18.4277042228539,9.03584380233703,14.3945652787832,11.8326005318047,26.7622079157637,4.17064332928306,26.9632955422832,12.7589130476163,19.5535124070566,10.274669551477,11.5484777477805,20.3502339412774,31.0346849158015,10.3360584707254,16.6359540023271
"Arctocephalus tropicalus",12.7413645825828,12.1228205733728,11.9390655801187,11.7860817479706,10.4969222531635,11.9472855319372,11.6165811443811,9.72084267674261,13.0272732276499,12.3026422392159,12.8469271427614,13.7024540399697,12.4401780396489,11.4690830579646,12.2901724751394,12.5441164176938,13.4233844982489,12.0944216171404,11.153903897119,12.1151015574832
"Phocarctos hookeri",13.7284977728935,12.2023260680955,12.2968014484301,12.6503069665014,12.4530653276825,12.4802727838596,12.7524265573449,13.6825043714294,13.0914736986144,13.4441549311695,13.5046427838418,12.8606402489917,12.5946054540105,12.6143650637185,13.3733820056798,12.6179233473964,12.6191694180152,13.9372917821537,12.9861703951613,13.4534361454502
"Neophoca cinerea",8.37834568718893,7.52567061261731,10.352324627585,11.1779279391491,9.7109738034191,9.60689934870498,10.7988619117592,11.6425188164881,8.84184226067227,9.26989646192266,7.26809039103515,9.35156561747242,9.43597196216724,9.77903449636363,10.4292468503964,9.37887373027813,9.02331660439274,7.41525620888426,9.77886091543107,11.3349446843958
"Hydrurga leptonyx",12.8016018732104,15.7259493096245,22.2267644533403,8.45749741584677,11.6181409680028,12.5602190490854,14.2414812888127,10.7092294294446,21.174836117543,13.3898353351925,12.5045520798917,17.762353267587,18.2872880287513,8.59991067800262,22.6772315740887,18.2894192091929,13.7156048514904,20.6095360748711,15.1309007587892,14.9065395744706
"Lobodon carcinophagus",4.25175368932915,5.84830075072952,5.11308187030694,7.39701791481642,0.942649272892401,15.1313733513446,10.9747408820449,7.27621666783111,14.3167403123655,0.482937705824669,12.6942931320752,9.52942718109316,0.371603322334185,13.9895217405076,20.6770570824692,21.232346953642,13.8517651033428,7.63296166737387,5.90144578983278,5.74769661893993
"Leptonychotes weddellii",12.3608427478048,9.17586965831639,23.6420525589414,8.48011853133094,1.34426122274714,6.84804404306081,17.8915630059855,3.80307928136424,0.273554009408761,2.71036673340874,12.2867518740027,8.16626021351383,28.2955890138615,9.00610792944737,9.1008667551939,5.70807750075244,4.95998870233707,2.68474552532542,7.34860896250749,0.487761050872317
"Mirounga leonina",16.5451485295625,15.3169838781621,4.22395807048586,5.21074791180306,18.8271960864494,9.41009048638595,15.1968495892382,2.63365928753557,14.3263520062936,11.5054084337912,15.6422839517817,18.6235926374968,2.14519641395224,6.36413656572909,5.89988992148996,20.5621633761628,16.1472164569464,12.5171757971319,21.9070505122971,8.0335272219669
"Ommatophoca rossii",18.4519226196565,17.3678087836517,19.3370243428066,13.2697555741526,20.1497197312549,20.322165349471,14.2474439899091,11.4449769135984,14.4394829778854,12.2949971935206,15.4705919698792,14.8015703151735,12.5365990528005,12.1941044459538,13.7400754285419,24.1813807274738,15.1101887871927,9.89782097649513,10.3740735046207,22.896106083437
"Crocodylus porosus",4.62401695733252,5.11323137847037,4.9103450365168,0.301612263860734,5.91711668327983,5.87890414546369,11.4631664366469,6.89421728085731,5.97385788573641,7.7092735468607,3.9463948827539,5.58139234138885,3.55989566514823,6.70882118033074,7.96897299085799,7.35870087580142,0.344754058762708,7.92201325071767,11.420617565532,3.76417675237939
"Crocodylus johnstoni",6.68453902510001,7.25734611412502,6.52342892997214,5.87059651579202,6.2052828848744,6.23909592005768,5.95554091770043,7.26223099003893,6.83679998727818,6.95649099050263,6.59352385884711,7.78416202589339,6.24907181294803,6.29183068203711,6.44430537014615,6.33733869712444,7.00980350067168,6.46045078938513,6.12026180830154,6.59021669754381
"Dugong dugon",14.6459170197916,15.3983544993484,17.1368258452664,12.1488033652296,10.947581081208,13.0453901551144,6.76674741651256,18.6252669822031,25.5097288546964,10.7065637421329,15.570297417262,14.2450479794652,15.0260721281786,10.9216291368636,10.0596988074224,7.02256247170971,18.9521098493267,13.5574203050277,14.9165466957218,21.5134232579948
"Caretta caretta",3.52679950131166,6.80865061530643,13.9000296935866,11.8972892042799,8.83115960207845,15.8442612800258,7.39930455849305,3.08011548813889,0.177704799717002,19.1071852141053,15.5777364893055,6.17479774865305,15.7105929874444,3.35401836150189,15.6486775097754,15.4811588125777,3.63932650802346,20.4343504592938,5.43950903704614,15.1376295365619
"Chelonia mydas",5.50190820556943,9.3352528632403,2.37317509424546,2.35957228898678,6.85361376313023,6.69516207567478,4.59442554064683,2.30127028942002,6.97930197105143,1.01381092861661,8.08804421117812,3.22545354468002,5.83903739324615,2.26632205734793,3.90605964083139,7.68516322485851,4.04353759321523,8.04030246853107,3.21531432859758,4.89634330892769
"Eretmochelys imbricata",21.4998346349995,22.2232755938079,19.0530000229642,19.7587299297195,26.4788144564968,16.4976782843403,23.888530003559,4.7968902049488,34.9303571952224,20.0132803632246,17.4124889917838,23.8726805800874,12.0037794618092,11.7821706502757,22.4850701663036,25.3334866946791,26.7101236060805,24.4418541431189,19.7570445777836,10.2565707212713
"Lepidochelys olivacea",17.4609015178219,18.3054526661128,17.3952505802684,18.7311260922173,16.1519922299963,17.6339224159958,17.8220255898656,18.5921450432393,17.3956362580386,17.087637203066,15.3244366317452,18.3613732299932,18.5606223527638,17.7178521741093,17.2762507121625,16.9366259017324,17.874165858862,12.940729638279,17.7057330650524,18.4930323583389
"Natator depressus",21.1823477681819,22.4813006378977,19.7069932851709,22.3603410931009,18.9639303048035,1.68357109324154,26.3573762363007,7.50827404367448,4.49500756882162,15.5693242783232,24.7943607767262,19.064405297039,18.8785026474918,26.6745272865061,13.0507618349675,24.6097080332445,18.9971019046515,14.4224111564744,18.070989149158,19.6117661815181
"Dermochelys coriacea",4.29083953606848,5.9575220028742,6.70598455286297,10.4658268602947,8.529376012063,8.40975008620349,3.20687995692112,1.29933908417987,6.11043797497456,7.66016967532463,2.61837582957217,2.32278348382077,2.94118226331656,7.07919045492837,13.5863415587962,10.1505075555901,5.44612228515121,24.382087651745,9.36074074576981,3.22937297137565
"Acentronura breviperula",14.4210227614916,11.7954246953756,13.5774642531237,4.34874846183627,10.0263215798717,3.14021981904794,15.3367558921848,8.58922793250287,16.5357184048522,17.7299953473802,15.4841991293272,13.7592410435435,18.3392226235898,3.24151753255558,9.78611771946789,17.99126799677,11.0117457234308,8.8801058576715,12.4074507060652,15.8937877954731
"Bulbonaricus brauni",8.10660269965458,22.157052771806,19.4505064624621,16.2765337727802,25.7288165541669,9.66693204959618,19.2200199527521,9.73488832762383,19.3948751485786,21.2728026785075,28.6144364969424,13.9598812038894,18.9893403345704,11.4309727735468,14.0976724803947,10.2177374629542,4.77479095573793,0.731819295835299,9.75291728153504,16.3464977090682
"Campichthys galei",9.31173942739931,8.04656010762036,9.6315929810098,8.40183105470587,8.40167719911509,9.1568529610469,8.95507117195569,8.61626610077442,8.35834531899644,9.19988839471644,7.98578242897796,9.33593744388938,8.97906560588948,9.80664441491099,8.33130287327876,8.10123417155727,9.25793408346904,9.26605424942066,9.31563248390731,8.6696686679905
"Campichthys tricarinatus",9.21165123324938,7.48616705571915,7.09998218192641,8.81243514739786,7.91613165796806,9.37809469697336,7.66539966058941,7.1805961191975,9.33208474533665,9.8458320956034,9.33354760011536,6.65445721660518,7.04321635447449,10.3089973455866,8.67459506166241,9.87478813405446,7.42151850730342,9.56915582357745,10.0821820334436,7.89121311033271
"Campichthys tryoni",28.3846824078251,26.7085290820478,11.6473832000621,8.11231837284116,16.307963019063,2.86520843765707,24.1810582514357,6.13805398554421,3.76502098280325,18.7513324277603,36.2934536909482,15.2023919937637,17.6446104773972,22.4723424099023,13.4229428146026,11.2606941195958,13.7132646218794,11.2219056089838,15.8956982802344,24.2231290426375
"Choeroichthys brachysoma",10.5855823721705,11.1443669259263,10.3622218038746,12.4045195256764,10.097015183959,13.2131445749053,11.352663890962,10.6187997709053,11.235787976879,10.5108873300585,9.23470676059773,11.7116414001578,12.9809631565464,14.1975670921892,10.7491739413496,10.5646625915804,10.72286945147,12.635437880082,11.3182915625833,12.0879937159781
"Choeroichthys cinctus",12.2284895264626,11.785691797226,11.816011164539,11.8456526728883,11.5614303211722,11.2349529304158,11.5630219612308,12.361617965524,13.0691571365915,11.793870192128,12.2769196034539,10.575551586469,11.4991563484751,12.2431882135898,11.4595118453614,10.846124321211,10.6955189964237,10.9453907442399,12.3479721255898,10.7517457346113
"Choeroichthys latispinosus",5.50699562751898,9.12417472880637,9.94763220472709,8.5086326484812,8.27687376397823,12.0962276137557,5.95169788452385,8.90015201101102,7.61388153460088,8.07114451910028,9.37315776231335,10.886105905635,9.21021398618998,6.17315811566579,9.13136491054712,8.08511184698611,7.60504841979267,10.9991573867499,8.03668262937177,6.52764770483434
"Choeroichthys sculptus",0.129582888166464,10.5849089864272,31.7912876537433,17.1140737145693,9.7803202541769,21.3051722020977,28.5657013569359,14.03470981092,7.0828942649805,22.9228314009777,7.94369171268194,27.879200355269,14.3825747252804,22.3058734504154,16.4255534706375,20.5900170244262,11.2780639156807,26.2429296926936,6.33914857453268,25.9821978883912
"Choeroichthys suillus",9.87941269201408,17.7506715793305,10.0862463582891,24.0668566938946,11.2346508087663,19.9156986400839,16.5930566264701,5.08635965170218,22.6883568327865,12.7866598757936,11.8610320910807,18.3337415751895,16.8231348939613,24.3656606210525,0.87081213534009,20.1269264973018,19.8050822237641,24.9981217280194,20.8334042857098,19.3177027196086
"Corythoichthys amplexus",13.2912817843968,19.5962333458444,21.5724757000722,11.0313849042095,17.3994209847773,19.7378864952734,16.5688572017975,19.3107523325478,15.8917764057296,21.5179998587905,19.0073696325229,14.346217913317,7.40104338470702,15.6867996906094,20.0827456014731,11.0489527981738,12.8327277919056,18.7983749792486,6.8983611203936,20.2115613851723
"Corythoichthys conspicillatus",0.0302225432912699,17.5024594357842,19.1679401395448,3.53641608900032,20.767374491338,14.5281295748845,2.62760623671609,11.2556521710153,23.4114403828679,9.48403862615497,4.46164524661591,11.3927112304144,13.3064694140218,13.4468219856473,23.234113607478,25.7618497150593,9.72397869109405,14.6597411101728,12.2360108957314,13.5306063476309
"Corythoichthys flavofasciatus",12.5478887717894,19.0732218982204,11.1868947595763,11.3521001649383,22.4961199993011,10.4568147202075,13.6265265675465,10.0079859919627,7.60056544348912,21.5067103878072,13.240125129814,26.8739069850811,13.6066799417148,8.34057796610164,27.0080872312658,25.7174113115077,1.65056706977501,0.00530820196362924,22.7173217239545,26.9301313367848
"Corythoichthys haematopterus",10.8373573832314,17.5793252426745,21.2502206481295,13.8627147168104,15.357338224309,20.8452812485097,13.1435402613835,24.6030408737833,17.2571341071616,17.6196976904749,11.4153085714779,18.4214812979576,17.9021724164893,17.5345032817224,16.6054597133389,13.8112241517596,19.6294928087302,19.5432528820989,15.2740580058419,23.270058470265
"Corythoichthys intestinalis",13.8450687997279,9.07358580779704,19.0191592848018,9.38185769234295,12.1544586350611,26.9440401012987,24.4925898992567,10.1788080544104,13.7063738656104,16.3594769294254,17.0627068145994,20.3129249840917,23.4082484530067,12.0734119640526,18.9490357220758,20.7272602755888,18.2045854212736,18.0526329938529,21.5558475999402,16.3762289186647
"Corythoichthys ocellatus",19.7972479952478,20.592438264221,19.5802749721707,18.9589743297583,20.021544005,19.5127265789525,20.0947459343087,19.914012760867,18.9982557895385,20.1065452665131,20.1319150337616,19.6490945583814,19.5448869456054,19.3972237280307,19.7548183972768,19.6298606190654,18.5397930044512,19.0637428059737,20.3626921923884,20.0541889438199
"Corythoichthys paxtoni",8.65256999931092,9.38455147334524,4.19967489237431,19.0711187328972,5.70767533926437,11.3682345722936,18.2031770954308,12.2907223370634,2.21901418011802,12.9829689374764,21.4949757255126,9.99604417522345,5.28440745735328,12.2704861698868,5.77887736862481,18.5280992672103,12.4484267743863,6.94350557211485,6.98570137576322,20.6184508232127
"Corythoichthys schultzi",20.1125207916942,19.0107725304455,19.218105789292,18.9775664433859,19.439924064544,21.2326710348683,20.0763003667507,18.0049625795465,17.1795728005506,18.7535868009355,19.0239175593575,17.7433102653137,19.2950293975837,18.7714352320884,18.3218515309749,20.2120698446607,18.3411381345,19.1864718382783,18.6594019440458,19.9459610530966
"Cosmocampus howensis",16.734255274217,15.3863977876555,15.3729073138917,14.3155849724291,15.3235688291565,17.7930027160194,13.6700379685168,11.748280009468,18.6892143888349,12.5683173646647,14.8265209988483,15.9234615386827,15.6256496597298,17.0873985678526,20.9416869600852,13.985660315964,11.1262431818648,14.0412137672986,17.3551291548193,16.9922309328713
"Doryrhamphus janssi",34.8769900557217,31.5926261235592,13.3691565326584,17.0601586137123,20.6015996689534,20.499762993482,17.4916040891704,15.753295796939,19.7645842997072,27.5139814854083,3.05889511429946,40.7780288609081,10.6242653234431,25.8010997335969,30.0002903292924,22.3472889637123,21.2522134420813,10.7735666669264,17.3874746681244,16.659636540892
"Doryrhamphus malus",14.1614091245769,13.1739855516467,13.2532837098554,12.1250529199926,17.1571289926298,13.6346197877221,13.0019227388237,11.3968962125525,16.809946446671,11.0836175104406,15.3753421715724,11.2410596126756,15.7953408933978,16.8506809668005,13.8838499174097,11.7262862396903,17.2207204405633,10.7891581002868,12.6109239168481,14.4633559364426
"Doryrhamphus melanopleura",15.5738553463735,9.25956503738636,15.3918256241871,14.5466363375255,15.7015238788165,10.8411917741208,7.89382306110885,8.82435923689914,7.26815895548615,7.12263295330713,4.4936301337379,15.2796312554035,9.6481905225963,3.60686145967509,10.4306198507172,15.3624758929805,7.60900323588943,10.9013480791572,13.241814760875,12.5734561762362
"Doryrhamphus paulus",21.7285319058141,10.8152239753879,12.8182271225921,14.8504232176995,15.0978492030432,18.9744506553795,16.1480635799011,20.1462346856892,18.2826326469335,5.24880498122504,26.7379109204267,23.4014574772104,14.2766553691841,18.4025501859552,19.345834594955,13.4901360385338,8.30826825464628,14.1914595850518,11.7143146484989,15.5522427184064
"Dunckerocampus dactyliophorus",9.58474049429951,21.751467151411,23.6833480789277,21.2834918557461,28.9648285443578,16.6708097654066,16.2765517718389,24.0334005141121,28.904602929925,9.68085523482961,25.3313623293288,15.9160503964113,8.7755072922525,29.1108945381608,18.0099576294813,4.74429902906565,10.4293521591646,7.48083825066427,9.37521376898357,12.813105056847
"Dunckerocampus pessuliferus",19.4711337108637,20.6728279364414,21.2508589380478,19.4532108392223,20.5290327842814,19.4254984300556,20.6617142759651,20.7131655181013,19.4909493840329,19.7995963408535,19.0212710511846,18.7574934657094,19.8142364778532,21.4989514980642,19.6496380935452,19.5509776668247,19.5720728479769,20.4062955761042,19.1239665619207,20.0940402223226
"Festucalex cinctus",17.1465850644706,3.77137958121028,5.17960486923043,18.0210123213077,19.2131335900439,15.7418155165326,3.16155158635521,21.6704732281215,16.7450417467166,3.43936605897068,14.8816486603267,7.85339472588913,10.8784020312191,1.72661666811236,16.22069627347,10.7744176795461,6.89182907354948,10.880009184713,28.7774879471406,23.8282875670123
"Festucalex gibbsi",27.6575172846712,13.6354357113142,8.51786072845634,5.50579185635692,17.1601821354496,17.9022064305235,6.9702691203543,19.4919349877924,14.6929988795232,17.9361344579925,4.651233530254,11.4368199302865,14.2776642641611,24.3193369335165,29.6068639033645,22.3430221423796,13.4125074438915,4.21253190957137,6.97591282507182,10.1861910050137
"Festucalex scalaris",7.11474818901272,1.07599057098146,24.8607007683361,11.5009294193251,30.9113707069879,20.987575489433,7.07011490065618,34.6082416957574,6.81355793228142,11.3086432712938,3.56207614502337,15.3841122215696,18.1937592306862,28.1694431934884,25.7354394274503,1.43932312134982,17.0643027644328,1.3286680463579,17.3860551259526,8.51917622783781
